Swiss German,German,Meaning,Factual similarity,Grammar differs?,Reasons?
Me het sen im Fridhof Manegg im Zürcher Quartier Wolishofe begrabe.,Sie fand ihre letzte Ruhestätte auf dem Zürcher Friedhof Manegg.,4,The dialect sentence adds details,TRUE,
Meischtens wörrèd alli theoretischè Bewegungè vom Faargascht wôrènd dè Faart im Lichtruumbrofyl berüggsichtigt.,Meist werden alle theoretischen Bewegungen des Fahrgastes während der Fahrt beachtet.,4,The dialect sentence adds details,FALSE,
Méziré ìsch zem erschte Mol gnannt worre ànne 1317.,Erstmals urkundlich erwähnt wird Méziré im Jahr 1317.,4,n/a,TRUE,slight diff. in meaning
Mit sellè Loks isch vorerscht s Endi vo dè technischè Entwicklig vo 2B-Loks erreicht.,Mit diesen Loks war vorerst das Ende der technischen Entwicklung von 2B-Loks erreicht.,4,n/a,TRUE,slight diff. in meaning
Mulfingen isch zum erschte Mol gnännt wore anne 980.,Mulfingen wurde 980 erstmals urkundlich erwähnt.,4,n/a,TRUE,different phrasing
"Mundingä (amtlich ""Mundingen"") isch ä Stadtdeil mit Ortschaftsverwaltung vun dä Stadt Ämmädingä im glichnamige Landkreis im ditsche Bundesland Bade-Wirtteberg.","Mundingen ist ein Stadtteil mit Ortschaftsverwaltung der Stadt Emmendingen im gleichnamigen Landkreis in Deutschland, Bundesland Baden-Württemberg.",4,The dialect sentence adds details,FALSE,
"Näbem Dorf isch 1980 s Karmeliterinnechloschter ""Notre-Dame de la Solitude"" bout worde.",Nördlich des Dorfes wurde 1978–80 das Karmeliterinnenkloster Notre-Dame de la Solitude errichtet.,4,Different details,TRUE,
No Aagabe vu WikiLeaks wäre alli dert yygstellte Dokumänt dur Investigativjournalischte untersuecht.,Nach Angaben von WikiLeaks werden dort eingestellte Dokumente durch Investigativjournalisten untersucht.,4,The dialect sentence adds details,FALSE,
Öbbe 180 km westlig lit dr Inselstaat St. Vincent und d Grenadine.,Ungefähr 180 km westlich liegt der nächstgelegene Nachbar-Inselstaat St. Vincent und die Grenadinen.,4,The dialect sentence misses details,FALSE,factual inconsistency
Offenau hot mit dr Stadt Bad Friedrichshall ond dr Gmoed Oedheim a Verwaltongsgmoeschaft vereibart.,Mit Oedheim und Bad Friedrichshall ist Offenau eine Vereinbarte Verwaltungsgemeinschaft eingegangen.,4,The dialect sentence adds details,TRUE,
"Owinge (dt. ""Owingen"") isch e Gmond im Bodeseekrais z Bade-Wirtteberg.","Owingen ist eine Gemeinde im westlichen Bodenseekreis in Baden-Württemberg, Deutschland.",4,The dialect sentence misses details,FALSE,
"Paudex isch zum erschte Mol gnännt wore anne 1220 as ""Paudais"".","Die erste urkundliche Erwähnung des Ortes erfolgte 1220 unter dem Namen ""Paudais"".",4,Different details,FALSE,slight diff. in meaning
"Rächerswiu (amtlich ""Recherswil"") isch e Iiwohnergmein im Bezirk Wasseramt im Kanton Soledurn, Schwiiz.","Recherswil (im lokalen Dialekt ""Recherswiu"") ist eine politische Gemeinde im Bezirk Wasseramt des Kantons Solothurn in der Schweiz.",4,The dialect sentence misses details,FALSE,
"Russland umfasst e Vilzahl vu unterschidlige Naturryym, wu seli verschidenartigi Nutzigen ufwyse.","Russland umfasst eine Vielzahl unterschiedlicher Naturräume, die vielfältige Potenziale, aber auch sehr verschiedenartige Nutzungen aufweisen.",4,The dialect sentence misses details,FALSE,
S Amt het sy Sitz z Fryburg in drei Gebei.,Das Amt hat seinen Sitz in Freiburg im Breisgau in drei Gebäuden.,4,The dialect sentence misses details,FALSE,
S Bangweulubassin mit em Bangweulusee un dr Bangweulusimpf drum ume lyt nerdli vum Copperbelt.,Das Bangweulubassin mit dem Bangweulusee und den ihn umgebenden Bangweulusümpfen breitet sich nördlich des Copperbelt aus.,4,n/a,FALSE,slight diff. in meaning
"S Datum und dr Ort won er uf d Wält choo isch, si umbekannt.",Datum und Ort seiner Geburt sind unbekannt.,4,The dialect sentence adds details,FALSE,
S Dorf isch ane 1240 s erscht Mool gnännt worde.,"Die erste urkundliche Erwähnung von ""Gansungen"" erfolgte im Jahr 1240.",4,n/a,TRUE,slight diff. in meaning
"S erste vo dene bäide het er churz vor sinere Konversioon zum Katholizismus gschriibe, s zwäite churz nochhäär.","Ersteres wurde kurz vor Drydens Konversion zum Katholizismus geschrieben, das zweite kurz danach.",4,Different details,FALSE,
S Fest isch vo demokratisch gweelte Mane glaitet wore.,Das Fest wurde von zehn demokratisch gewählten Männern geleitet.,4,The dialect sentence misses details,TRUE,
"S git au è rychi Literadur vo Klarinettèkonzärt, drunter s bekannti ""Klarinettèkonzèrt"" vom W. A. Mozart.","Es gibt auch eine reiche Literatur an Klarinettenkonzerten, darunter das bekannte ""Klarinettenkonzert KV 622"" von Wolfgang Amadeus Mozart.",4,The dialect sentence misses details,FALSE,
S hèt i dè Vertikalebèni è bogeni Gradièntè mit èm Höhèunterschyd vo öppè 4 m zwǜschè dè Widderlager un Bruggèmitti.,Es besitzt in der Vertikalebene eine gebogene Gradiente mit einem Höhenunterschied von rund 4 m zwischen den Widerlagern und Brückenmitte.,4,n/a,FALSE,slight diff. in meaning
S Hinderland isch e dünn besiidledi Hüügellandschaft mit e baar äinzelstehende Hööf.,"Das Hinterland ist eine wellige, dünn besiedelte Hügellandschaft mit wenigen einzeln stehenden Gehöften.",4,The dialect sentence misses details,FALSE,
S Kabinett Teufel III het s in dr 12. Wahlperiod vum Landdag vu Bade-Wirttebärg no dr Landdagswahl 1996 gee.,Das Kabinett Teufel III bestand in der 12. Wahlperiode des Landtags von Baden-Württemberg.,4,The dialect sentence adds details,TRUE,
S Kroatische wird vo öbbe 7 Millioone Mensche as Muetersprooch gschwätzt (Stand: 1995).,Kroatisch wird von vermutlich etwa 7 Millionen Menschen gesprochen.,4,n/a,FALSE,slight diff. in meaning
"S Lied isch anno 1862 vom Wilhelm Senn (1845-1895) in Baselbieter Mundart als Vereinslied vom ""Baselbieter Chränzli"" dichtet worde.","Der Text des ""Baselbieterliedes"" stammt vom Baselbieter Lehrer Wilhelm Senn (1845–1895) und ist in basellandschaftlicher Mundart verfasst.",4,Different details,FALSE,
S ligt am Dreiländereck Bade-Württeberg-Rhyland-Pfalz-Hesse.,"Mannheim liegt unmittelbar im Dreiländereck mit Baden-Württemberg, Rheinland-Pfalz und Hessen.",4,The dialect sentence misses details,FALSE,
S Quartär isch dr jingscht Zytabschnitt vu dr Ärdgschicht mitsamt dr „Jetzzyt“.,Das Quartär ist der jüngste Zeitabschnitt der Erdgeschichte einschließlich des Holozäns und damit der Gegenwart.,4,The dialect sentence misses details,FALSE,
"S Undernähme isch in d Sparte Investment Banking, Private Banking und Vermögnsverwaltig iideilt.","Die Credit Suisse ist als Universalbank in den Bereichen Investment Banking, Private Banking und Vermögensverwaltung tätig.",4,The dialect sentence misses details,FALSE,
"S Verwaltigsgebiet vo Quanzhou het e Flechi vo 11'244 km² und 7,86 Millione Iiwooner (2010).",Das Verwaltungsgebiet von Quanzhou hat eine Fläche von 11.198 km² und 8.782.285 Einwohner (Stand: 2020).,4,Major factual inconsistency,FALSE,
S Woorzäiche vo Saragossa isch d Basílica del Pilar.,Das Wahrzeichen der Stadt ist die Basílica del Pilar.,4,Different details,FALSE,
S'ärschta mol vu d'Schtàdt Mehlhüsa Ürkundlig ärwähnt worra-n-esch esch anno 803 gseh.,Mülhausen wurde erstmals im Jahr 803 urkundlich erwähnt.,4,The dialect sentence adds details,TRUE,
S'Bretonische isch e Brythonisch-keltischi Sproch.,"Das Bretonische (bretonisch ""Brezhoneg"") ist eine keltische Sprache.",4,The dialect sentence misses details,FALSE,
S'Schlachtechrüz erinneret an d'Schlacht am 03. August.,Ein Schlachtenkreuz erinnert an die Schlacht am Bohl.,4,Different details,FALSE,
Säller Prozess wird Kelvin-Helmholtz-Mechanismus gnennt.,Letzteres ist der sogenannte Kelvin-Helmholtz-Mechanismus.,4,The dialect sentence adds details,FALSE,
Scho anne 1113 het s Chloschter St. Peter dur e Gieterdusch vum Herzog Berthold vu Zäärige Bsitz z Ebnet iberchuu.,Schon 1113 erwarb das Kloster St. Peter auf dem Schwarzwald durch Gütertausch von Herzog Berthold von Zähringen Besitz in Ebnet.,4,The dialect sentence misses details,TRUE,
Schtadtpräsident isch syt 2014 François Scheidegger (FDP).,Stadtpräsident ist seit 22. September 2013 François Scheidegger (FDP).,4,Minor factual inconsistency,FALSE,
Sei richdiger Familianama ischt „Kurtz“ gwäa; abr ab 1848 hot’r sich bloß noh „Kurz“ gschriiba.,"Er wurde als Hermann Kurtz geboren, modernisierte seinen Namen aber 1848.",4,Different details,TRUE,different phrasing
"Seißa isch frihr oigaschdendeg gwea, ghert aber seit 1975 als Ortsdoil zu Blaubeira.",Die früher eigenständige Gemeinde Seißen ist seit 1975 ein Ortsteil der Stadt Blaubeuren.,4,The dialect sentence misses details,FALSE,
Sèllè Hagwald wär im Ernschtfall durch s Umhauè vo Bäum zuè nèm undurchdringlichè Holzwall gmacht worrè.,"Diese wurden im Ernstfall durch das Fällen von Bäumen ""undurchdringlich"" gemacht.",4,The dialect sentence adds details,FALSE,
SEX isch der Titel vom ene Bildband über d Künstlerin Madonna mit erotische Fotografie vom Steven Meisel.,SEX ist ein 1992 erschienenes Buch der Künstlerin Madonna mit erotischen Fotografien von Steven Meisel.,4,Different details,FALSE,
Si besteit sit 2019 us 12 Mannschafte.,Sie besteht seit der Saison 2022/23 aus zehn Mannschaften.,4,The dialect sentence misses details,FALSE,factual inconsistency
Si bistoot bim Mentsch individuell us 33 bis 34 Wirbel.,Die menschliche Wirbelsäule besteht demnach aus insgesamt 33 oder 34 Wirbeln.,4,The dialect sentence misses details,FALSE,
Si chönnte aber au d Einigkeit vu dr dri Deilgmeie symbolisiere.,Sie könnten aber auch die Einigkeit der drei Gemeinden symbolisieren.,4,n/a,FALSE,different words
Si isch hüt i dr Stadtbibliothek Leipzig.,Untergebracht ist sie heute in der Stadtbibliothek Leipzig.,4,The dialect sentence misses details,FALSE,
Si ligge im Kanton Wallis in dr Schwiiz und in de italiänische Regione Piemont und Aostatal.,Anteil haben die Schweiz mit dem Kanton Wallis und Italien mit den Regionen Piemont und Aostatal.,4,n/a,FALSE,slight diff. in meaning
"Si liit a dr Swislatsch, e Näbefluss vu dr Bjaresina.","Minsk liegt an der Swislatsch, einem Nebenfluss der Bjaresina.",4,The dialect sentence misses details,FALSE,
Si lit nördlig vo St. Vincent und de Grenadine und 37 km südlig vo Martinique.,"St. Lucia liegt nördlich von St. Vincent und den Grenadinen und 33,2 km südlich von Martinique.",4,Major factual inconsistency,FALSE,
Siis Schtudium i dr Nationalökonomie hät ihn a d Universitäte in London und Züri gfüehrt.,Er studierte Nationalökonomie an den Universitäten Zürich und London und promovierte.,4,The dialect sentence misses details,FALSE,
Sin obere Hals isch wiiss.,Kinn und Kehle sind weiß.,4,Different details,FALSE,
Sit 1995 sändet Radio Kanal Ratte vo synem Studio z' Schopfe.,Seit 1995 sendete man aus einem Studio in Schopfheim.,4,The dialect sentence adds details,FALSE,
Sit de Gründig vom Kanton Jura uf de 1. Jänner 1979 ghört d Gmeind zu dem Kanton.,Seit dem 1. Januar 1979 gehört der Ort zum neu gegründeten Kanton Jura.,4,n/a,FALSE,slight diff. in meaning
Sit dr Afäng isch d'Gschicht vum Dorf mit sällere vu dr Stadt Friburg verbunde.,Seit den Anfängen war die Geschichte des Dorfes eng mit der der Stadt Freiburg verbunden.,4,The dialect sentence misses details,TRUE,
"Sit em Mesolithikum git s Hundebestattige, zum Bispil in der skandinavische Ertebølle-Kultur (Skateholm).","Im Spätmesolithikum sind Hundebestattungen auch in Nordeuropa verbreitet, zum Beispiel in der skandinavischen Ertebølle-Kultur (""Skateholm"", Schweden).",4,The dialect sentence misses details,FALSE,slight diff. in meaning
"Siviriez (patois [ʃəvəˈriː]) isch a politischi Gmiin im Glanebezirk im Kanton Fryybùrg, Schwyyz.",Siviriez (Freiburger Patois ) ist eine politische Gemeinde im Distrikt Glane des Kantons Freiburg in der Schweiz.,4,Different details,FALSE,
"Spôter isch i sellèm Huus d Wǜrtschaft “Rèbschtock” gsi, hüt Brivathuus.","Später war in diesem Haus die Wirtschaft “Rebstock”, heute Privathaus.",4,n/a,TRUE,slight diff. in meaning
"Syy wichtigscht Wärch in däm Zämmehang isch d ""Analytisch Theori vu dr Wermi"" (1822) gsii.","Das wichtigste Werk in diesem Zusammenhang ist die ""Analytische Theorie der Wärme"" (1822).",4,n/a,TRUE,"grammar changes
meaning"
Telebasel isch e regionale Färnsehsänder in dr Region Basel.,Telebasel ist ein regionaler Schweizer Fernsehsender.,4,Different details,FALSE,
"Thônex isch zum erschte Mol gnännt wore anne 1225 as ""Tonnay"".","Die erste urkundliche Erwähnung von Thônex datiert aus dem Jahre 1225 als ""Tonnay"".",4,n/a,TRUE,different phrasing
Uf däre Flechi stehn Räwe un wäre Gmiäs un Obst nooch verschidene biologische Methode pflanzt.,"Auf dieser Fläche werden Wein, Gemüse und Obst nach verschiedenen Methoden der ökologischen Landwirtschaft angebaut.",4,Different details,FALSE,
"Uf den Insle git s keini Flüss, dorum muess s Rägewasser in Zistärne gsammlet wärde.","Da Flüsse auf den Inseln fehlen, muss das Regenwasser in Zisternen gesammelt werden.",4,n/a,FALSE,slight diff. in meaning
Uf dr Doorussesyte isch e dytsche Ryychdaadler iber dr Woobe vu Fryburg un Baade gmoolt woore.,Die Toraußenseite wurde mit einem aufgemalten deutschen Reichsadler über den Wappen von Freiburg und Baden geschmückt.,4,The dialect sentence misses details,TRUE,
Uf dr ganze Wält git s mee as 3500 Schnooggenarte.,Weltweit gibt es mehr als 3796 Stechmückenarten.,4,Major factual inconsistency,FALSE,
Uf dr Insle isch e Dail vum Rägewäld dur Plantaschge ersetzt.,Auf Bioko wurde ein Teil des tropischen Regenwaldes durch Plantagen ersetzt.,4,Different details,TRUE,
Uf em Chopf hai si es dunkelblaus Beret mit Gradabzeiche.,Die Kopfbedeckung ist das nachtblaue Barett mit Gradabzeichen.,4,The dialect sentence misses details,FALSE,
Uff èm antarktischè Packys brütèd zwei Pinguinartè: Dè Kaiserpinguin un dè Adelièpinguin.,Auf dem antarktischen Packeis brüten nur zwei Pinguinarten: Der Kaiserpinguin und der Adeliepinguin.,4,n/a,FALSE,slight diff. in meaning
Um 1080 het er um Baasel die ersti Stadtmuure baut.,Zudem ließ er um 1080 die erste Basler Stadtmauer bauen.,4,n/a,FALSE,slight diff. in meaning
"Ußerdem hot se d Ufgab ket, da Wäg übers Sarojajoch zum sichra.","Außerdem besaß sie wohl die Aufgabe, den Weg über das Sarojajoch zu sichern.",4,n/a,TRUE,slight diff. in meaning
"Välte (amtlich ""Veltheim"") isch en Stadtchreis vo Winterthur i de Schwiiz.",Veltheim ist ein Stadtkreis der Stadt Winterthur in der Schweiz.,4,Different details,FALSE,
Viili vo dene Tier sind scho bi de alte Ägypter Huustier oder aber Vorbilder für iri Götter gsi.,Viele Tiere dienten den Ägyptern als Haustiere oder sind Vorbilder für Götter.,4,The dialect sentence adds details,TRUE,
"Vinzel isch zum erschte Mol gnännt wore anne 1145 as ""Vyncgel (oder Vynciel)"".","Die erste urkundliche Erwähnung des Ortes erfolgte 1145 unter dem Namen ""Vyncgel"".",4,Different details,TRUE,different phrasing
Vo 1702 aa het er z Floränz zämme mit sim Vater für e Ferdinando de' Medici gschafft.,In Florenz stand er ab 1702 gemeinsam mit dem Vater in Diensten des Prinzen Ferdinando de’ Medici.,4,The dialect sentence misses details,FALSE,
"Vu 1939 bis 1945 het Valtournenche dr italienisiert Name ""Valtornenza"" drait.","Von 1939 bis 1946 trug der Ort den italianisierten Namen ""Valtornenza"".",4,Minor factual inconsistency,TRUE,different words
"Vun ere Illuschtrierte hän si dr Titel ""S schenscht Naturwunder vu Dytschland"" iberchuu.","Von einer Illustrierten erhielten die Wasserfälle den Titel ""Deutschlands schönstes Naturwunder"".",4,The dialect sentence misses details,TRUE,
Währed dr Reform het sich dr Root ändgültig vom Iifluss vo de Patrizier und vom Bischof emanzipiert.,Im Zuge der Reform emanzipierte sich der Rat endgültig vom Einfluss der Patrizier und des Bischofs.,4,n/a,TRUE,slight diff. in meaning
Waldebuech ischt zom erschte Mol gnennt worde anne 1296.,Waldenbuch wurde erstmals 1296 urkundlich erwähnt.,4,n/a,TRUE,slight diff. in meaning
"Weelt dr Landdaag d/r empfoole Kandidat/i, no wird dää/die vum Landesfiirscht zum Riichter ernännt.","Wählt der Landtag den empfohlenen Kandidaten, dann wird dieser vom Landesfürsten zum Richter ernannt.",4,n/a,FALSE,slight diff. in meaning
Wèg èm akutè Fäälè vo Näbbèbaadrybwägè hèt diè jugoslawischi Staatsbaan Jugoslovenske Železnice (JŽ) uff dè Ürdinger Schinnèbus zrugggriffè.,Angesichts des akuten Mangels an Triebwagen griff die jugoslawische Staatsbahn Jugoslovenske Železnice (JŽ) auf den Uerdinger Schienenbus zurück.,4,The dialect sentence adds details,TRUE,
"Wel dr Steiböu uf 24.000 Mark gschetzt woren isch, het mer sich entschide fir dr billiger Yyseböu.","Da der Steinbau auf 24.000 Mark veranschlagt war, entschied man sich zum wesentlich billigeren Eisenbau.",4,n/a,TRUE,slight diff. in meaning
"Well d Brägdallinniè vom baulichè Uffwand hèr z groß gsy isch, hät mo disell als erschti voworfè.","Da die Bregtallinie vom baulichen Aufwand her zu teuer war, wurde diese als erste verworfen.",4,Different details,TRUE,
"Wendleng (schwäb. ['wẽndleŋ], haochdeitsch beaeflussd ""Wendlenga"" ['wẽndleŋɐ], dt. ""Wendlingen am Neckar"") isch a Schdadd em Landgraes Esslenga en Bada-Wirttabärg.",Die Stadt Wendlingen am Neckar liegt zentral im Landkreis Esslingen in Baden-Württemberg.,4,Different details,FALSE,
"Wiiters hed me 2.8 % Musliim ond 7.3 % Aghörigi vo andere, ned chrestleche Religione oder haut Konfessionslosi gfonde.","Daneben findet man 2,8 % Muslime sowie 7,3 % Angehörige anderer nichtchristlicher Religionen oder Konfessionslose.",4,n/a,TRUE,"grammar changes 
meaning"
"Wo 1501 Basel der Eidgenosseschaft biidräte isch, isch Riinech e Deil vom Bistum Basel bliibe.","Als 1501 Basel der Alten Eidgenossenschaft beitrat, blieb Reinach ein Teil des Bistums Basel.",4,n/a,TRUE,"Eidgenosseschaft 
not synonym to 
Alten Eidgenossenschaft"
"Wo dr dütsch-polnisch Verdraag 1970 underschriibe worde isch, het män en uf Warschau iiglaade.",Zur Unterzeichnung des deutsch-polnischen Vertrages wurde er 1970 nach Warschau eingeladen.,4,n/a,TRUE,"different phrasing 
changes meaning slightly"
"Wo sich dr Heinrich Handschin us Russland zruggzoge het, het är ym si Firma zum ene höchschtprofitable Grossunternäme gmacht.","Als sich Handschin aus Russland zurückzog, machte Jakob Wirz dessen Firma zu einem profitablen Grossunternehmen.",4,The dialect sentence adds details,TRUE,
Z Bärn het d Landschaft 99 Sitz übercho und s stedtische Patriziat 200 Sitz.,In Bern standen 99 Sitze der Landschaft 200 Sitzen für das städtische Patriziat gegenüber.,4,n/a,TRUE,slight diff. in meaning
Z Barth het er denn acht Möönet gläbt und si schriftstellerischi Laufbaan mit kritische Aarbede aagfange.,"In Barth, wo er acht Monate zubrachte, begann er seine schriftstellerische Laufbahn zunächst mit kritischen Arbeiten.",4,The dialect sentence misses details,TRUE,
Z Blickesdorf isch de Zürcher Heerfüerer und Bürgermeister Hans Waldmann (1435–89) uf d Welt choo.,"Hans Waldmann, der später als Heerführer und Bürgermeister von Zürich bekannt wurde, wurde 1435 in Blickensdorf geboren.",4,The dialect sentence adds details,TRUE,different phrasing
Z Hoofdere redt me s hochalemannisch Lozärntütsch.,Die Bevölkerung spricht im Alltag das hochalemannische Luzerndeutsch.,4,Different details,FALSE,
"Zue dr Urmyyler ghere d Hytigsdier (Ecdysozoa), d Lophotrochozoe (Lophotrochozoa) un di Plattwurmartige (Platyzoa).","Traditionell zählte man zu ihnen die Häutungstiere (Ecdysozoa), die Lophotrochozoen (Lophotrochozoa) und die Plattwurmartigen (Platyzoa).",4,The dialect sentence adds details,FALSE,
"Zum erschte Mol gnennt wird dr Ort 1504 als ""der hof by dem Nussbom"".","Die erste urkundliche Erwähnung stammt aus dem Jahre 1504 als ""der hof by dem Nussbom."".",4,n/a,FALSE,slight diff. in meaning
"Zum Konzäpt vom Museumsgrabfäld kört, das d Alterspatina uf de Grabschdeine sii gla wird.","Zum Konzept des Museumsgrabfeldes gehört, dass die Alterspatina belassen wird.",4,The dialect sentence adds details,FALSE,
"Zwüsche 1400 und 1600 si Werd, Kipf und ""Nüwendorf"" (1417 ""Núwen Dorff"".) näbenang ufgfüehrt.","In den Jahren 1400 bis 1600 liest man alle drei Namen – Kipf, Werd und Nüwendorf – nebeneinander.",4,Different details,FALSE,
1526 isch vom Glarner Landvogt Jost Tschudi ou z Buggs d Reformazioon iigfüert worde.,1526 wurde vom Glarner Landvogt Jost Tschudi auch in Buchs die Reformation eingeführt.,5,,TRUE,
"1601 hèt dè Kaiser d Stadt Züri ermaant, sich nit witter yzmischè.","1601 ermahnte der Kaiser die Stadt Zürich, sich nicht weiter einzumischen.",5,,TRUE,
1724 hèt s èn Umbau vom landwǜrtschaftlichè Aawesè gää.,1724 erfolgte ein Umbau zu einem landwirtschaftlichen Anwesen.,5,,TRUE,
1736 het er d Alijne Reckers ghürootet und 1743 het er s Bürgerrächt überchoo.,1736 heiratete er Alijne Reckers und erlangte 1743 das Bürgerrecht.,5,,TRUE,
1744 isch d Meßkircher Linniè uusgschtorbè.,1744 starb die Meßkircher Linie aus.,5,,TRUE,
1849 isch er z Nizza in d Bangsioon gange.,1849 setzte er sich in Nizza zur Ruhe.,5,,TRUE,
1872 sind die Symbol ufeme ungspaltene blaue Schild gsy.,1872 erschienen die Symbole auf einem ungespaltenen blauen Schild.,5,,TRUE,
"1909 isch è witteres Schuèlhuus mit zwei Klassèzimmer, zwei Amtsrüüm für s Rõthuus un èrè Leererwoonung baut worrè.","1909 wurde ein weiteres Schulhaus mit zwei Klassenzimmern, zwei Amtsräumen für das Rathaus und einer Lehrerwohnung gebaut.",5,,TRUE,
1992 het en dr Papscht Johannes Paul II. zum Ritter vum Silveschterorde ernännt.,1992 ernannte ihn Papst Johannes Paul II. zum Ritter des Silvesterordens.,5,,TRUE,
Aa beidè Èndè wyst d Brugg Unterfüürungè für Fuèssgänger un Velofaarer uff.,An beiden Enden weist die Brücke Unterführungen für Fussgänger und Velofahrer auf.,5,,FALSE,
Ab der Saison 2018/19 wärde d Geträcnk i der Arena nur no i Mehrwägbächer usgschänkt.,Ab der Saison 2018/19 werden Getränke in der Arena nur noch in Mehrwegbechern ausgeschenkt.,5,,FALSE,
"Aber au Soldateheer, Junker wo rittet ond Brogge tauchet uf.","Aber auch Soldatenheere, berittene Junker und Brücken tauchen auf.",5,,FALSE,
Allerdings isch dr Buechschtabe au im Latiin später mit eme Aastrich links versehe worde.,Allerdings wurde der Buchstabe auch im Latein später mit einem Anstrich links versehen.,5,,TRUE,
"Alli Arti sin mehzällig, s vegetativ Wachstum goht iber apikali Zälle am Änd vu dr Sytenescht oder dr Hauptnescht.","Alle Arten sind mehrzellig, das vegetative Wachstum erfolgt mit einer apikalen Zelle(n) am Ende der Seitenäste oder der Hauptachse.",5,,FALSE,
Als Lecotoypus isch 1913 d Fraxinus excelsior L. festgleit worde.,Als Lectotypus wurde 1913 Fraxinus excelsior festgelegt.,5,,TRUE,
"An siim 71. Geburtstag het er vo dr Universität Basel dr Ehrentitel ""Dr. h.c."" übercho.",An seinem 71. Geburtstag ehrte ihn die Universität Basel mit der Ehrendoktorwürde.,5,,TRUE,different phrasing
Ane 765 wird s Chloster im Testamänt vom Churer Bischof Tello zum erste Mol urkundlig erwäänt.,765 wird das Kloster im Testament des Churer Bischofs Tello zum ersten Mal urkundlich erwähnt.,5,,FALSE,
Anne 1648 sin 13 Stedt un 6 Herrschafte landständisch gsii.,1648 waren 13 Städte und 6 Herrschaften landständisch.,5,,TRUE,
"Anne 1819 hän aber d Karlsbader Bschliss d Grundrächt, wu in dr Verfassig garantiert gsii isch, wider ußer Chraft gsetzt.",1819 setzten jedoch die Karlsbader Beschlüsse die in der Verfassung garantierten Grundrechte wieder außer Kraft.,5,,TRUE,
"Anne 1959 isch si eme Ruef an s Burgtheater z Wien noogange, wu si iiber 40 Joor lang aagheert het.","1959 folgte sie einem Ruf an das Burgtheater in Wien, dem sie über 40 Jahre angehörte.",5,,TRUE,
Anne 2020 isch ere dr Chunschtbryys vu dr SPD-Landdaagsfrakzioon Niidersagse verliie woore.,2020 wurde ihr der Kunstpreis der SPD-Landtagsfraktion Niedersachsen verliehen.,5,,TRUE,
"As Name für e neu Staat het me «Schwizerischi Eidgenosseschaft» (lat. ""Confoederatio Helvetica"") gnoh.","Als Name für den neuen Staat wurde «Schweizerische Eidgenossenschaft» (lat. ""Confoederatio Helvetica"") festgelegt.",5,,TRUE,
"Asè sin Bodè, Süülè un Kupplè geschtalterisch mitènand vobundè worrè.","So wurden gestalterisch Boden, Säulen und Kuppel miteinander verbunden.",5,,TRUE,
Au git s in dr Dine e Hufe Skorpion un Schlange.,Auch gibt es in den Dünen zahlreiche Skorpione und Schlangen.,5,,FALSE,
Au sorgt er 1999 dass schwiizerischi Soldate («Swisscoy») in Kosovo gsendet werdet.,Auch sorgte er 1999 für die Entsendung von schweizerischen Soldaten (Swisscoy) nach Kosovo.,5,,TRUE,
Barallel zu dè Spannbedongbruggènè isch im Stahlbau diè neuè Konschtruktionsform vo dè witgschpanntè Schrägseilbrugg entwickelet worre.,Parallel zu den Spannbetonbrücken wurde im Stahlbau die neue Konstruktionsform der weitgespannten Schrägseilbrücke entwickelt.,5,,TRUE,
Bei dem seinr Ouflesong 1938 isch Wãldhousa zom Lãndkrỏes Ååla komma.,Bei dessen Auflösung 1938 kam Waldhausen zum Landkreis Aalen.,5,,TRUE,
Beidi Leitsischteem sin 1993 vo eim vo dè Dütschè Bundesposcht entwicklètè füüfschtelligè Sischteem für s widdervoeinigte Dütschland abglöst worrè.,Beide Leitsysteme wurden 1993 von einem von der Deutschen Bundespost entwickelten fünfstelligen System für das wiedervereinigte Deutschland abgelöst.,5,,TRUE,
"Bekannt worrè si u. a. durch dè Jazzmusiger Rahsaan Roland Kirk, wo au uff èm äänlichè ""Manzello"" gschpillt hèt.","Bekannt wurden sie u. a. durch den Jazzmusiker Rahsaan Roland Kirk, der auch auf dem ähnlichen Manzello spielte.",5,,TRUE,
"Bi Dierarte, wo e sehr energiiintensive Stoffwächsel hai, isch d Milch bsundrigs riich an Fett, Protein und Chohlehydrat.","Bei Tierarten, die einen sehr energieintensiven Stoffwechsel betreiben, ist die Milch besonders reich an Fetten, Proteinen und Kohlenhydraten.",5,,FALSE,
"Bi ere Sunnefinsternis, wo numme bi Nöimo ufträte cha, stot dr Mo zwische Sunne un Erde.","Bei einer Sonnenfinsternis, die nur bei Neumond auftreten kann, steht der Mond zwischen Sonne und Erde.",5,,FALSE,
Bi lenge Flig zu Spezialklinike wie Bäru oder Lausanne het der Patient so en hecheri Uberläbunschance.,Bei langen Flügen zu Spezialkliniken wie Bern oder Lausanne hat der Patient so eine höhere Überlebenschance.,5,,FALSE,
"Bi Taschtèinschtrumänt isch diè link Hand meischtens im Bassschlüssel notyrt, bi dè Orgel au s Pedaal.","Bei Tasteninstrumenten ist die linke Hand meistens im Bassschlüssel notiert, bei der Orgel auch das Pedal.",5,,FALSE,
Bis 2016 het är anere Rudolf-Steiner-Schuel unterrichtet.,Er unterrichtete an einer Steiner-Schule bis 2016.,5,,TRUE,synonym used
Byschpyl dodèfür sin s Daamèproblem un Schpringerproblem.,Beispiele hierfür sind das Damenproblem und Springerproblem.,5,,FALSE,
