,Bavarian,German,GBERT_avg_prob,MBERT_avg_prob
5156,quadratkilomeda,quadratkilometer,1.0,0.9999999403953552
5157,quadratkilomeda,quadratkilometern,1.0,1.0
5158,qualifiziat,qualifiziert,0.9999743700027466,0.6822596192359924
5159,weidavaoabat,weiterverarbeitet,0.2081733345985412,1.0
5160,quadratkilometan,quadratkilometern,1.0,1.0
5161,quadratmeta,hektar,0.8469853401184082,0.7096457481384277
5162,wechslt,wechselt,0.9985011219978333,1.0
5163,rechtm,rechtem,0.9266571402549744,0.9957831501960754
5164,wassabetriemne,wasserbetriebene,0.9999998211860656,1.0
5165,wasenbrunna,wasenbrunnen,1.0,1.0
5166,warschaua,warschauer,0.9999998807907104,1.0
5167,warn,beliefen,1.0,0.9970627427101136
5168,warat,wären,0.8518356680870056,0.5523332953453064
5169,reglmäßiga,fernverkehrsbahnhof,0.2342041432857513,0.7231245040893555
5170,reglmäßiga,regelmäßiger,0.2604916989803314,0.9999467730522156
5171,warat,wäre,0.999996304512024,0.9250818490982056
5172,warat,sei,0.4097368717193603,0.6834346055984497
5173,war,verstieß,0.371755450963974,0.8302721977233887
5174,war,kam,0.9999935626983644,0.99983549118042
5175,reglmäßign,regelmäßigen,0.8875976800918579,1.0
5176,reglt,regelt,0.9792790412902832,0.999999701976776
5177,war,bedeutete,0.9997643828392028,0.9999943375587464
5178,reglung,regelungen,0.971104860305786,0.9999873638153076
5179,reglweake,regelwerke,0.9963468313217164,0.9998342990875244
5180,regn,regen,0.9499462246894836,1.0
5181,wassaflächn,wasserflächen,0.8344632983207703,0.8678640723228455
5182,reglmeßige,regelmäßige,0.9577946066856384,1.0
5183,regionoiprefekt,regionalpräfekten,0.9999808073043824,0.9999996423721312
5184,regionoigmoa,regionalgemeinde,1.0,0.9999985098838806
5185,wea,wer,0.9258915781974792,0.9999850988388062
5186,wattnmeea,wattenmeer,0.9067395925521852,1.0
5187,watn,waten,0.9999912977218628,1.0
5188,regionoipartnaschoft,regionalpartnerschaft,0.9999682903289796,1.0
5189,regionoirod,regionalrates,0.9999982118606568,1.0
5190,wassakräft,wasserkräfte,0.9999244213104248,0.9999955296516418
5191,regionoirod,regionalrats,0.9999979138374328,1.0
5192,wasserreichn,wasserreicheren,1.0,1.0
5193,regionoiziig,regionalzüge,0.97969388961792,0.9937942028045654
5194,wasserbeag,wasserberg,1.0,1.0
5195,registriat,registriert,0.999993085861206,1.0
5196,registriate,registrierte,1.0,1.0
5197,waoifoahtsort,wallfahrtsort,0.9997837543487548,1.0
5198,regnitzlosauer,regnitzlosau,1.0,1.0
5199,reichsrat,reichsrats,1.0,1.0
5200,reichsrod,reichsrates,1.0,1.0
5201,reichsstroß,reichsstraße,1.0,1.0
5202,reichstod,reichsstadt,1.0,1.0
5203,reichswald,reichswaldes,1.0,1.0
5204,walensää,walensees,1.0,1.0
5205,reichweitnstorkn,reichweitenstarken,0.9999999403953552,1.0
5206,waldnaabtoi,waldnaabtal,1.0,1.0
5207,reichslond,reichsland,1.0,1.0
5208,reihn,reihen,0.6464606523513794,0.9998796582221984
5209,reihnfoige,reihenfolge,0.1196144223213195,0.9811769127845764
5210,waldmui,waldmühle,1.0,1.0
5211,reinbach,reinbachs,1.0,1.0
5212,reischoch,reischach,1.0,1.0
5213,reisezui,reiseziel,0.9999964833259584,1.0
5214,waldhäuserstroß,waldhäuserstraße,1.0,1.0
5215,reisn,reisen,0.999992311000824,0.9930548071861268
5216,reichspräsidendn,reichspräsidenten,0.8836501240730286,1.0
5217,reichsland,reichslandes,1.0,1.0
5218,regulian,regulieren,0.9999985098838806,1.0
5219,reich,reichs,0.998891294002533,0.9999958276748656
5220,regulära,reguläre,0.9999948740005492,0.9990313649177552
5221,regulärn,regulären,1.0,1.0
5222,rehaua,rehauer,1.0,1.0
5223,wangerooga,wangerooger,1.0,1.0
5224,rehobilitiad,rehabilitiert,1.0,1.0
5225,reiba,banditen,0.9907788038253784,0.9965268969535828
5226,waltnd,waltend,1.0,1.0
5227,reich,römischen,0.9567336440086364,0.7155410647392273
5228,reichskonkoadod,reichskonkordat,1.0,1.0
5229,reichenbergstroß,reichenbergstraße,1.0,1.0
5230,walser,walserdeutsch,1.0,1.0
5231,wallsdoaf,wallsdorf,1.0,1.0
5232,reichnschwand,reichenschwand,0.94829922914505,1.0
5233,walkenweiherboch,walkenweiherbachs,1.0,1.0
5234,reichsdeputationshaptschluss,reichsdeputationshauptschluss,1.0,1.0
5235,reichsdn,reichsten,1.0,1.0
5236,regionoidistrikte,regionaldistrikte,0.9983513355255128,1.0
5237,wead,entstand,0.6501666307449341,0.999649941921234
5238,wead,findet,0.4075194895267486,0.9999999403953552
5239,rechtsterroaist,rechtsterrorist,1.0,1.0
5240,rechtsvaordnung,rechtsverordnung,1.0,1.0
5241,rechtswissnschoft,rechtswissenschaft,1.0,1.0
5242,rechtswissnschoftla,rechtswissenschaftler,1.0,1.0
5243,rechtswissnschoftlichn,rechtswissenschaftlichen,1.0,1.0
5244,refarentn,referenten,0.9923656582832336,1.0
5245,refarenzen,referenzen,0.9985103011131288,1.0
5246,referenzbeag,referenzberg,0.9993879199028016,1.0
5247,refoamiat,reformiert,0.9113386273384094,0.9999962449073792
5248,reformatorn,reformatoren,0.9999995827674866,0.9999598860740662
5249,reformazion,reformation,0.97467303276062,0.9999999403953552
5250,reformiade,reformierte,1.0,1.0
5251,regelunga,regelungen,0.9984310269355774,1.0
5252,rechtsstootlichn,rechtsstaatlichen,0.9999998807907104,1.0
5253,rechtsseitig,rechtsseitiger,1.0,1.0
5254,rechtsextrema,rechtsextremer,1.0,1.0
5255,wechslfoige,wechselfolge,0.9518151879310608,0.999998152256012
5256,webaaufstaund,weberaufstand,0.9998772740364076,0.9999910593032836
5257,rechts,rechten,1.0,0.9994493722915648
5258,rechtsbiagali,rechtsbürgerlich,0.9999998807907104,1.0
5259,rechtsfoam,rechtsform,1.0,1.0
5260,rechtspersenlichkeit,rechtspersönlichkeit,1.0,1.0
5261,weatpapia,wertpapier,0.4610393047332763,0.9999956488609314
5262,rechtskroftzeignis,rechtskraftzeugnisses,1.0,1.0
5263,rechtsmainischn,rechtsmainischen,1.0,1.0
5264,rechtsnochfoagarin,rechtsnachfolgerin,1.0,1.0
5265,weatmarke,wertmarke,1.0,1.0
5266,rechtsnochfoigarin,rechtsnachfolger,1.0,1.0
5267,weatliche,wörtliche,0.9999786019325256,1.0
5268,rechtsowoitskonzlein,rechtsanwaltskanzleien,1.0,1.0
5269,regierungsbüüdung,regierungsbildung,0.999975323677063,0.9999999403953552
5270,regierungswexl,regierungswechsel,1.0,1.0
5271,regiment,regiments,0.9987560510635376,1.0
5272,region,bereich,1.0,0.9999970197677612
5273,region,département,0.999995231628418,0.9999987483024596
5274,region,gemeinde,0.976008415222168,0.6945279836654663
5275,region,küstenregion,0.9995638132095336,0.4693325459957123
5276,weak,sammelwerk,0.7682390809059143,0.974116325378418
5277,weahethik,wehrethik,0.9791902899742126,1.0
5278,region,länder,0.9990676045417786,0.9999961256980896
5279,region,nachbargemeinde,0.9999923706054688,0.8351760506629944
5280,weahrung,währung,0.5282440781593323,0.9999998211860656
5281,regiandn,regierenden,0.9999955892562866,0.9999988079071044
5282,weakzeig,werkzeug,0.815453290939331,0.999889075756073
5283,regiarungsbeziake,regierungsbezirke,0.869810163974762,0.999922513961792
5284,weak,werkes,0.91545569896698,0.997578501701355
5285,weakstott,werkstätte,0.9999993443489076,0.9987912774086
5286,regiarungspresident,regierungspräsident,0.9563954472541808,1.0
5287,regiarungspräsidium,regierungspräsidium,1.0,1.0
5288,regierungsbeziak,regierungsbezirks,1.0,0.972756803035736
5289,weakshoin,werkshallen,0.2343124449253082,0.9999999403953552
5290,weakraum,werkraum,0.9974827170372008,0.9999997615814208
5291,san,gab,0.5411664247512817,0.999999463558197
5292,voanehman,vornehmen,0.9165555834770204,0.9998511672019958
5293,sidostrond,südostrand,0.583006739616394,1.0
5294,seestreitkräft,seestreitkräfte,1.0,1.0
5295,sein,nestroys,0.4322624206542969,1.0
5296,vazeichnet,verzeichnet,0.7723469138145447,1.0
5297,seine,nestroys,0.984268844127655,1.0
5298,seismischa,seismischer,1.0,1.0
5299,seismischn,seismischen,1.0,1.0
5300,seit,erstmals,0.9999736547470092,0.9999997615814208
5301,vawoitungsuntereinheit,verwaltungsuntereinheit,0.9505772590637208,1.0
5302,vawoitungsterritorium,verwaltungsterritorium,1.0,1.0
5303,vawoitungstechnischn,verwaltungstechnischen,0.9932413697242736,1.0
5304,seitdem,seit,1.0,0.9999873638153076
5305,seitdem's,seitdem,1.0,1.0
5306,vawoitungstechnisch,verwaltungsrechtlich,0.9876830577850342,1.0
5307,seitn,seit,1.0,1.0
5308,seitnweg,seitenweg,1.0,1.0
5309,vazicht,verzichtet,0.657864511013031,0.9724087119102478
5310,vazicht,verzichtete,0.9484893083572388,0.9999986290931702
5311,sein,massons,0.881773054599762,0.999792456626892
5312,seeweg,seewegs,1.0,1.0
5313,seft,seit,0.5637122392654419,0.7286428809165955
5314,seglschiffe,segelschiffen,0.999753713607788,1.0
5315,seglspoat,segelsport,0.9999108910560608,1.0
5316,sehg'n,erkennen,0.9153993129730223,0.2881334722042084
5317,vaänderunga,veränderungen,0.363881915807724,0.9999974370002748
5318,sei,moderne,0.9894145131111144,0.9999812841415404
5319,veasfiaß,versfüßen,0.8636525869369507,1.0
5320,veabundn,verbunden,0.6427220106124878,0.9495793581008912
5321,seifn,seifen,0.9999997615814208,1.0
5322,sejbstständig,selbständige,0.999999701976776,0.9938193559646606
5323,selba,selber,1.0,1.0
5324,sejn,seelen,0.6671925783157349,0.9991157650947572
5325,sejstbständige,selbständige,0.9889236688613892,1.0
5326,sejtna,seltenen,0.2946808934211731,0.9999986290931702
5327,sekretäa,sekretärs,0.9998844265937804,0.9998450875282288
5328,sekularisiad,säkularisiert,0.9069146513938904,1.0
5329,selbstständiga,selbständiger,0.5175637006759644,1.0
5330,selbstständige,selbständige,0.9962881207466124,1.0
5331,selsawet,selsawets,1.0,1.0
5332,semiarids,semiarides,1.0,1.0
5333,semitischa,semitischer,1.0,1.0
5334,senat,repräsentantenhaus,0.43337282538414,1.0
5335,senat,senats,1.0,1.0
5336,senatorn,abgeordneten,0.9999480843544006,0.9979032278060912
5337,sejbstvawoitungsoagan,selbstverwaltungsorgan,0.700805127620697,1.0
5338,vawoitungsgrofschoftn,verwaltungsgrafschaften,0.5040337443351746,0.999999701976776
5339,sejbstständiga,selbständiger,0.934678077697754,0.9999997615814208
5340,vawoitungssiez,amp,0.4030444920063019,0.9931840300559998
5341,vawoitungsrod,verwaltungsrat,0.6812348961830139,0.9982494115829468
5342,vawoitungskroas,verwaltungskreis,0.9994255304336548,1.0
5343,sejbstständiger,selbständiger,0.5059322714805603,1.0
5344,vawoitungsrefoama,verwaltungsreformen,0.9944460391998292,0.9985078573226928
5345,vawoitungsoahheit,verwaltungseinheit,0.7668048143386841,1.0
5346,vawoitungsmäßig,verwaltungstechnisch,0.9798545241355896,0.9999969005584716
5347,seeweg,seeweges,1.0,1.0
5348,veawoitungszwecke,verwaltungszwecken,0.8716835379600525,1.0
5349,schwesendorf,dorf,0.9964441061019896,0.7203633189201355
5350,seenlond,seenlandes,1.0,1.0
5351,vermont,vermonts,1.0,1.0
5352,verlag,verlags,1.0,1.0
5353,verkörpertes,implizites,0.9998487830162048,0.3786390423774719
5354,verifiziat,verifiziert,0.9999998211860656,1.0
5355,verifizian,verifizieren,1.0,0.9999999403953552
5356,vergiss,vergiß,0.9997133016586304,1.0
5357,schwägarin,schwägerin,1.0,1.0
5358,schäfersbrunna,schäfersbrunnen,1.0,1.0
5359,schätzunga,schätzungen,0.9833542704582214,1.0
5360,schöllkrippena,schöllkrippener,1.0,1.0
5361,schöna,schöner,1.0,1.0
5362,schönau,schreierbach,0.4695532917976379,0.999816358089447
5363,vereinte,vereinten,0.9051581025123596,1.0
5364,schönboch,schönbachs,1.0,1.0
5365,schwäbisch,schwäbische,0.9999998211860656,1.0
5366,schwoaz,schwarz,0.9796936511993408,0.9994640350341796
5367,schwiarigkeitsgrad,schwierigkeitsgrad,1.0,1.0
5368,schwiegasohn,schwiegersohn,0.822133481502533,1.0
5369,vertikoin,vertikalen,0.994374930858612,1.0
5370,schwiegatochta,schwiegertochter,0.9999998807907104,1.0
5371,schwierich,schwierig,0.8483375310897827,1.0
5372,versiona,versionen,1.0,1.0
5373,schwimmande,schwimmende,0.9770825505256652,1.0
5374,verschiedne,verschiedene,0.4116795063018799,0.9692856073379515
5375,schwoazhoisdaucha,schwarzhalstaucher,0.9750435948371888,0.9064913392066956
5376,schwoazn,schwarzen,0.9695190787315368,1.0
5377,schwoazstörch,schwarzstörche,1.0,1.0
5378,schwoazzmeeagstod,schwarzmeerküste,0.3798145055770874,0.9997384548187256
5379,schwoazzn,schwarzen,0.984855055809021,0.999985694885254
5380,schwoba,schwäbischen,0.9999930262565612,0.9999915957450868
5381,verschiedane,verschiedene,0.7653659582138062,0.8674463629722595
5382,schüflondschoft,schilflandschaft,1.0,1.0
5383,verbindunga,verbindungen,0.999999225139618,0.9999995231628418
5384,seefoaht,seefahrt,1.0,1.0
5385,veldn,velden,1.0,1.0
5386,sechzehnkepfign,sechzehnköpfigen,0.9999728798866272,0.9999988079071044
5387,sedimentausspülunga,sedimentausspülungen,1.0,1.0
5388,sedimentn,sedimenten,0.9999999403953552,1.0
5389,sedimentstoa,sedimentgestein,0.9999571442604064,1.0
5390,sedwestli,südwestlich,0.949791669845581,0.9998226761817932
5391,seegrobn,seewiesengraben,1.0,1.0
5392,sechsspuriga,sechsspuriger,1.0,1.0
5393,seehofn,seehafen,1.0,1.0
5394,seeholzgrobn,seeholzgraben,1.0,1.0
5395,veitsbeag,veitsberg,1.0,1.0
5396,seehäh,seehöhe,1.0,1.0
5397,seejsorgarisch,seelsorgerisch,0.9999995231628418,1.0
5398,seeland,seelands,1.0,1.0
5399,seemein,seemeilen,1.0,1.0
5400,sechsstufigs,sechsstufiges,1.0,1.0
5401,venuskölla,venuskeller,1.0,1.0
5402,venn,venns,0.999999701976776,1.0
5403,se,augusta,0.7547314167022705,0.9615805149078368
5404,venezuela,venezuelas,1.0,1.0
5405,venezianische,venetische,0.9999977350234984,1.0
5406,sebastiansbruadaschåft,sebastiansbruderschaft,1.0,1.0
5407,sebständige,selbständige,0.9996482729911804,1.0
5408,sendemost,sendemast,1.0,1.0
5409,vawoitungsgmoaschoft,justiz,0.3209390938282013,0.3662313222885132
5410,siditalienischn,süditalienischen,0.9701294898986816,0.9999943375587464
5411,vaweist,verweist,0.979534149169922,1.0
5412,vawaltungssitz,verwaltungssitz,0.9999995231628418,1.0
5413,vawaltungsreforma,verwaltungsreformen,0.9999977350234984,1.0
5414,sidküste,südküste,0.9999712109565736,1.0
5415,vawaltungskroas,verwaltungskreis,0.7923714518547058,1.0
5416,sidli,hoch,0.8715473413467407,0.8178890943527222
5417,sidli,knapp,0.986642360687256,0.9600158929824828
5418,vaursocht,verursacht,0.710848867893219,0.9999999403953552
5419,sidlicha,südwestliche,0.9999778270721436,0.9999870657920836
5420,vawenden,verwenden,0.999752640724182,0.9929547309875488
5421,vawendenden,verwendenden,0.9999462366104126,1.0
5422,sidhäng,südhängen,0.4911458492279053,1.0
5423,vawiaft,verwirft,1.0,1.0
5424,vawoidet,verwaltet,0.7049219608306885,0.9999979734420776
5425,vawitwete,verwitwete,1.0,1.0
5426,vawirrung,verwirrung,0.9999220967292786,1.0
5427,vawiast,verwüstet,0.6710643768310547,0.999999463558197
5428,vawendungsfäi,verwendungsfälle,0.9967184662818908,1.0
5429,vawendete,verwendete,0.9999312162399292,0.9996119737625122
5430,sidflankn,südflanke,1.0,1.0
5431,sidfrankreich,südfrankreich,1.0,1.0
5432,sidfranzesischn,südfranzösischen,0.9938565492630004,1.0
5433,vawendunga,verwendungen,0.9657796621322632,0.9963339567184448
5434,sidgrat,südgrat,0.9933866262435912,1.0
5435,vatretungsreihnfoig,vertretungsreihenfolge,0.9994421005249025,1.0
5436,sidliche,südlicher,0.999949872493744,1.0
5437,sidlichm,südlichem,1.0,1.0
5438,sidorm,südarms,0.952946126461029,0.9989995360374452
5439,vasumpfdn,versumpften,0.9583178758621216,1.0
5440,sidn,südchile,0.2575950026512146,0.9999250769615172
5441,vasuagt,versorgt,0.4353245496749878,0.999999701976776
5442,vasuacht,wiederzubeleben,0.2360526174306869,0.987022578716278
5443,sidoipn,südalpen,0.8138853311538696,1.0
5444,sidostend,südostende,1.0,1.0
5445,vasumpftn,versumpften,0.999991774559021,1.0
5446,vastöße,verstöße,0.999322235584259,1.0
5447,sidostflankn,südostflanke,1.0,1.0
5448,sidosthong,südosthang,0.8954415917396545,1.0
5449,sidostitalienische,südostitalienische,1.0,1.0
5450,sidostobabayern,oberbayerischen,0.9989193677902222,0.9997364282608032
5451,vastädtarung,verstädterung,0.999970316886902,1.0
5452,vasumpfta,versumpfter,0.9952604174613952,1.0
5453,sidlichn,nordwestlichen,0.872780442237854,0.8715653419494629
5454,vateiung,verteilung,0.9822246432304382,0.9999738931655884
5455,vateijung,verteilung,0.8720544576644897,0.990088164806366
5456,vateidigungssystem,verteidigungssystems,1.0,0.9997990131378174
5457,vateidigungspolitik,verteidigungspolitik,1.0,1.0
5458,vateidigungsfois,verteidigungsfalls,0.98896324634552,0.9987833499908448
5459,vateidigungsbereitschoft,verteidigungsbereitschaft,0.9997069239616394,1.0
5460,vateid,verteilt,0.3825446963310241,0.910258650779724
5461,sidligste,südlichste,0.9957595467567444,1.0
5462,vata,vater,0.0767655372619628,0.9990873336791992
5463,sidmährn,südmähren,1.0,1.0
5464,servaseitig,serverseitig,0.5506731867790222,0.999952793121338
5465,sequenzielln,sequenziellen,1.0,1.0
5466,serbisch,serbische,1.0,1.0
5467,serbischn,serbischen,1.0,1.0
5468,serbischsproching,serbischsprachigen,0.9997667074203492,1.0
5469,servaversionen,serverversionen,0.9999999403953552,1.0
5470,setzt,setzte,1.0,1.0
5471,sexde,sechste,0.5778783559799194,0.9999998807907104
5472,seychelln,seychellen,0.9999993443489076,1.0
5473,seychellnkreol,seychellenkreol,1.0,1.0
5474,vawoitungseiheit,verwaltungseinheit,0.9996702671051024,1.0
5475,sezt,besteht,0.6490505337715149,0.9999377727508544
5476,septiate,septierte,1.0,1.0
5477,shimoga,shivamogga,1.0,1.0
5478,seniorndomizil,seniorendomizil,0.9999999403953552,1.0
5479,senga,künstler,0.8121895790100098,0.9791508316993712
5480,vawoitungsgmoaschoft,gemeindeverwaltung,0.3768037855625152,0.6448856592178345
5481,sengswiadigkeitn,sehenswürdigkei,0.7675124406814575,0.999994158744812
5482,senk,senke,0.999999701976776,1.0
5483,septembawochnend,septemberwochenende,1.0,1.0
5484,senkungsbereichn,senkungsbereichen,1.0,1.0
5485,sensibln,sensiblen,1.0,0.9960635304450988
5486,septemba,dezember,0.9999995231628418,0.9848321080207824
5487,septemba,märz,1.0,0.9979292750358582
5488,vawoitungsgebietsrefoam,verwaltungsgebietsreform,0.999986469745636,1.0
5489,vawoitungsgebiete,verwaltungsgebiete,0.9999861121177672,1.0
5490,shakespeare,shakespeares,1.0,1.0
5491,vawoitungsebene,verwaltungsebene,0.9999909996986388,1.0
5492,vawoitet,verwaltet,0.4426113367080688,0.9999999403953552
5493,sidamerikanischn,südamerikanischen,0.997092068195343,0.9998756051063538
5494,sidafrika,südafrika,0.5834680199623108,0.8805049061775208
5495,sidafrika,südafrikanischen,0.9995177388191224,0.9998961091041564
5496,sidamerika,südamerika,0.7077869772911072,1.0
5497,sidamerika,südamerikas,0.2922717332839966,1.0
5498,sidamerikanischn,andenstaat,0.2342933863401413,0.6113736033439636
5499,sidasien,südasiens,0.9969736933708192,1.0
5500,vawoitung,bezirksverwaltung,0.4617592990398407,0.9999570846557616
5501,sidatlantik,südatlantik,1.0,1.0
5502,sidatlantischn,südatlantischen,0.9960766434669496,1.0
5503,sidbehman,mariaschein,0.995609700679779,0.9999985694885254
5504,sidendes,südendes,0.9068617820739746,0.9999999403953552
5505,sidestland,südestlands,1.0,1.0
5506,sidestli,nordwesten,0.5661673545837402,0.9006245136260986
5507,sichaheitsrichtlinien,sicherheitsrichtlinien,1.0,1.0
5508,siadlichste,südlichste,1.0,1.0
5509,siadwestle,südwestlich,0.8826332688331604,0.9905121326446532
5510,siaßigkeitnmoakt,süßigkeitenmarkt,0.9984392523765564,1.0
5511,siaßweine,süßweine,1.0,1.0
5512,vawoitungsbezirk,verwaltungsbezirk,0.9954600930213928,1.0
5513,sichaheitskonzept,sicherheitskonzept,0.9995537996292114,1.0
5514,sichastn,sichersten,0.8238187432289124,0.9821954369544984
5515,vawoitungsbereich,verwaltungsbereich,0.8998876810073853,1.0
5516,sicherheitsmaßnahma,sicherheitsmaßnahmen,1.0,1.0
5517,sicherstäiung,sicherstellung,0.9999999403953552,0.9999998807907104
5518,vawoitungsbeziake,verwaltungsbezirke,0.8890969157218933,1.0
5519,sichtboare,sichtbare,0.7846678495407104,1.0
5520,sichtunga,sichtungen,0.9999998807907104,1.0
5521,schwestainsl,schwesterinsel,0.7847617864608765,0.9999969005584716
5522,schwemmkegl,schwemmkegel,1.0,1.0
5523,vo,östlich,0.3381804823875427,0.3048801720142364
5524,vo,von'‚,0.9638504981994628,1.0
5525,schenka,schenker,1.0,1.0
5526,schenkn,schenken,0.988162398338318,1.0
5527,schenkunga,schenkungen,1.0,1.0
5528,scherzhofta,scherzhafter,1.0,1.0
5529,scheuchenbeag,scheuchenberg,1.0,1.0
5530,scheunenstråß'n,scheunenstraße,0.9999989867210388,1.0
5531,schezung,schätzung,0.9999587535858154,0.9999997615814208
5532,schiassarei,feuergefecht,0.958410382270813,0.99879652261734
5533,schichtvuikan,schichtvulkan,1.0,1.0
5534,schiefa,schiefer,1.0,1.0
5535,schiefagebiag,schiefergebirge,1.0,1.0
5536,schienabohhof,schienenbahnhof,0.966011643409729,1.0
5537,schienavabindung,schienenverbindung,0.9897330403327942,1.0
5538,schellkrebbe,schöllkröbbe,1.0,1.0
5539,schellenboch,schellenbach,0.9999998211860656,1.0
5540,schbui,spiel,0.932018518447876,0.9660281538963318
5541,schauspuiarin,hörspielsprecherin,0.987519383430481,0.6991645693778992
5542,schauspülarisch'n,schauspielerischen,1.0,1.0
5543,schaut,lautet,0.3289872109889984,0.981062114238739
5544,schbuiszane,spielszenen,0.9609401822090148,0.999879777431488
5545,voabeifiahrandn,vorbeiführenden,0.3282511532306671,0.9982444643974304
5546,schdengan,stehen,0.941847026348114,0.9998608231544496
5547,scheazhofte,scherzhafte,1.0,1.0
5548,voabau,vorbau,0.4837898313999176,0.9999567270278932
5549,schienavakeah,schienenverkehr,0.880531907081604,1.0
5550,schleifan,schleifen,0.9999995827674866,1.0
5551,schisslbaudn,schüsselbauden,1.0,1.0
5552,schitouristik,skitouristik,0.9947959184646606,1.0
5553,schittndn,schüttenden,0.9811189770698548,1.0
5554,schitzn,schützen,0.5906724333763123,1.0
5555,schladerlmui,schladerlmühle,1.0,1.0
5556,schleierbarack'n,schleierbaracken,1.0,1.0
5557,schleif,schleife,1.0,1.0
5558,vo,seit,0.8781112432479858,1.0
5559,schleifbach,esselbach,0.985412895679474,0.9990103840827942
5560,schleifn,schleife,1.0,1.0
5561,schleise,schleuse,0.5643635392189026,1.0
5562,schlengld,schlängelt,1.0,1.0
5563,schleppnetzfischarei,schleppnetzfischerei,1.0,1.0
5564,schlesien,schlesiens,0.999999701976776,1.0
5565,schinkn,schinken,1.0,1.0
5566,schiff,ausflugsbooten,0.9291192293167114,0.9865573048591614
5567,schiff,schiffe,1.0,1.0
5568,vo,ufer,0.4399783313274383,0.5743041038513184
5569,schiffagnossnschoft,schiffergenossenschaft,1.0,1.0
5570,schifffoaht,schifffahrt,1.0,1.0
5571,schiffsanlageplätz,schiffsanlandungsplätze,1.0,1.0
5572,schiffsmühn,schiffsmühlen,1.0,1.0
5573,schindelboch,schindelbach,1.0,1.0
5574,schilifte,skilifte,0.9999935626983644,1.0
5575,schillingsfiasta,schillingsfürster,1.0,1.0
5576,schilonglauf,skilanglauf,1.0,1.0
5577,schimmendorf,schimendorf,1.0,1.0
5578,schin,schīn,1.0,0.9999990463256836
5579,voadagrund,vordergrund,0.4953781068325043,1.0
5580,schauspuiarin,filmschauspielerin,0.993091642856598,1.0
5581,voakonfiguriate,vorkonfigurierte,1.0,1.0
5582,sandstoaplatoo,sandsteinplateau,0.9493542313575744,1.0
5583,sandstoaquader,sandsteinquadern,1.0,1.0
5584,sandstrond,sandstrand,1.0,1.0
5585,sandstränd,sandstränden,1.0,1.0
5586,saniad,saniert,0.9471895098686218,1.0
5587,voahondne,vorhandene,0.6712501049041748,0.9999999403953552
5588,voaherrschndn,vorherrschenden,0.8202101588249207,0.9999162554740906
5589,saponara,saponaria,1.0,1.0
5590,saporoga,saporoger,1.0,1.0
5591,sardinien,sardiniens,1.0,1.0
5592,voaheariga,vorheriger,0.5053256750106812,0.99973726272583
5593,sargansaland,sarganserlandes,1.0,1.0
5594,saruchanidndynastie,saruchanidendynastie,1.0,1.0
5595,satellit,satelliten,0.9999123215675354,1.0
5596,sand,wurden,0.9159576892852784,0.9998536705970764
5597,sand,besteht,0.9394264221191406,1.0
5598,voamoling,vormaligen,0.8133606314659119,0.9999865293502808
5599,san,kehrten,0.2638777792453766,0.9881891012191772
5600,san,liegt,0.2153297215700149,1.0
5601,san,saint,0.9999836683273317,0.999998927116394
5602,san,stürzten,0.5469444394111633,0.9487173557281494
5603,voalond,vorland,0.9998165369033812,0.9999988079071044
5604,voaliegt,vorliegt,0.3040027916431427,0.9422031044960022
5605,san,umkamen,0.2167319357395172,0.9999598860740662
5606,san,verzeichnet,0.7649430632591248,0.9999529719352722
5607,voaleifa,vorläufer,0.8315107822418213,0.9820829629898072
5608,voalaifing,vorläufigen,0.2370815128087997,1.0
5609,satz,abs,0.9999985098838806,0.9970254898071288
5610,sauastoff,flammenerscheinung,0.7166842222213745,0.9834409952163696
5611,voagefertigte,vorgefertigte,0.9982558488845824,1.0
5612,voagschirr,vorgeschirres,0.8283465504646301,1.0
5613,voagschichtlicha,vorgeschichtlicher,0.9999931454658508,0.9999983906745912
5614,schaugloshittn,schauglashütte,1.0,1.0
5615,voaglogad,vorgelagert,0.6297417283058167,1.0
5616,voagengabau,vorgängerbau,0.9975138306617736,0.9991587996482848
5617,schauspuia,fernsehmoderator,0.8172237277030945,0.5718843936920166
5618,voagebuidet,vorgebildet,0.9999946355819702,0.9971148371696472
5619,voafränkische,vorfränkische,0.9998591542243958,1.0
5620,voafejd,vorfeld,0.6644415259361267,0.9999844431877136
5621,schauspuia,talkshow,0.9639080166816713,0.2974903285503387
5622,schauspuiarei,schauspielerei,0.9998781085014344,0.9994850158691406
5623,schauspuiarin,ehefrau,0.836965799331665,0.9059271812438964
5624,schartenhäch,schartenhöhe,1.0,1.0
5625,saunftmüatiche,sanftmütige,0.9999518990516664,1.0
5626,saubana,gereinigte,0.8560903072357178,0.9746413230895996
5627,sauboch,saubach,1.0,1.0
5628,sauerbrunnenquej,sauerbrunnenquelle,1.0,1.0
5629,saulgruab,saulgrub,1.0,1.0
5630,saumpfode,saumpfade,1.0,1.0
5631,voagsetzte,vorgesetzte,0.996661365032196,0.9999999403953552
5632,schachtnbo,schachtenbach,1.0,1.0
5633,schafbeag,schafberg,1.0,1.0
5634,schaffhausn,schaffhausen,1.0,1.0
5635,voagänge,vorgänge,0.9232251048088074,0.9999073147773744
5636,voagängainstituzion,vorgängerinstitution,0.8243799209594727,1.0
5637,schanzenkopf,schanzenkopfes,1.0,1.0
5638,voagstejdn,vorgestellten,0.9996766448020936,0.9999999403953552
